T,W,SR,DSP,DRH,PanE,,,,,,,,
0.546961326,0.256083235,0.371281369,0.3,0.780821918,0.209302326,,,0.679558011,0.334116462,0.761675253,0.15,0.739726027,0.571781064
0.53038674,0.34485652,0.374439089,0.35,0.780821918,0.244186047,,,0.679558011,0.397549924,0.813860728,0.2,0.712328767,0.637911408
0.613259669,0.247692566,0.344191458,0.3,0.082191781,0.61627907,,,0.723756906,0.477764726,0.793751039,0.2,0.835616438,0.61433377
0.756906077,0.313475415,0.140435433,0.45,0.260273973,0.523255814,,,0.624309392,0.509984897,0.697191291,0.3,0.767123288,0.580730368
0.458563536,0.379258265,0.267409008,0.5,0.835616438,0.151162791,,,0.856353591,0.282094311,0.212564401,0.25,0.684931507,0.352245871
0.464088398,0.40526934,0.039720791,0.35,0.726027397,0.197674419,,,0.690607735,0.458633999,0.566727605,0.2,0.849315068,0.47551273
0.453038674,0.37455949,0.012797075,0.55,0.917808219,0.11627907,,,0.906077348,0.437992952,0.401695197,0.2,0.561643836,0.596671029
0.513812155,0.393690216,0.275386405,0.55,0.205479452,0.523255814,,,0.685082873,0.343346199,0.618082101,0.4,0.780821918,0.473753268
0.425414365,0.272193321,0.320591657,0.6,0.095890411,0.523255814,,,0.635359116,0.43195167,0.543792588,0.3,0.712328767,0.500701043
0.303867403,0.188790065,0.156556423,0.5,0.753424658,0.104651163,,,0.585635359,0.322705152,0.472328403,0.5,0.04109589,0.734695179
0.281767956,0.236281255,0.074954296,0.5,0.205479452,0.313953488,,,0.546961326,0.256083235,0.371281369,0.3,0.780821918,0.274053213
0.298342541,0.166638698,0.02127306,0.35,0.602739726,0.139534884,,,0.53038674,0.34485652,0.374439089,0.35,0.780821918,0.308042922
0.475138122,0.215640208,0.129300316,0.6,0.835616438,0.151162791,,,0.613259669,0.247692566,0.344191458,0.3,0.082191781,0.633744034
0.325966851,0.0776976,0.2913412,0.75,0.369863014,0.255813953,,,0.756906077,0.313475415,0.140435433,0.45,0.260273973,0.507777385
0.276243094,0.448733009,0.149077613,0.35,0.726027397,0.162790698,,,0.458563536,0.379258265,0.267409008,0.5,0.835616438,0.213420654
0.232044199,0.153717067,0.222702343,0.8,0.671232877,0.127906977,,,0.464088398,0.40526934,0.039720791,0.35,0.726027397,0.176004904
0.237569061,0.253901661,0.312946651,0.85,0.315068493,0.313953488,,,0.453038674,0.37455949,0.012797075,0.55,0.917808219,0.038509826
0.298342541,0,0.304636862,0.9,0.260273973,0.244186047,,,0.513812155,0.393690216,0.275386405,0.55,0.205479452,0.560200112
0.309392265,0.44336298,0.322918398,0.1,0.630136986,0.279069767,,,0.425414365,0.272193321,0.320591657,0.6,0.095890411,0.555063358
0.314917127,0.283604632,0.447565232,0.75,0.438356164,0.38372093,,,0.303867403,0.188790065,0.156556423,0.5,0.753424658,0.067670273
0.116022099,0.392179896,0.491773309,0.75,0.356164384,0.406976744,,,0.281767956,0.236281255,0.074954296,0.5,0.205479452,0.321286246
0.392265193,0.327236113,0.296160878,0.65,0.630136986,0.279069767,,,0.298342541,0.166638698,0.02127306,0.35,0.602739726,0.072361425
0.375690608,0.563517369,0.125477813,0.5,0.630136986,0.325581395,,,0.475138122,0.215640208,0.129300316,0.6,0.835616438,0.071894728
0.303867403,0.857694244,0.425793585,0.55,0.465753425,0.569767442,,,0.325966851,0.0776976,0.2913412,0.75,0.369863014,0.276411675
0.35359116,0.177378755,0.534818016,0.5,0.616438356,0.290697674,,,0.276243094,0.448733009,0.149077613,0.35,0.726027397,0.192626687
0.348066298,0.370867595,0.331726774,0.35,0.643835616,0.290697674,,,0.232044199,0.153717067,0.222702343,0.8,0.671232877,0.091426117
0.259668508,0.850142641,0.536479973,0.6,0.479452055,0.581395349,,,0.237569061,0.253901661,0.312946651,0.85,0.315068493,0.362524901
0.552486188,0.291324048,0.455875021,0.6,0.150684932,0.604651163,,,0.298342541,0,0.304636862,0.9,0.260273973,0.289006385
0.35359116,0.314146669,0.357985707,0.4,0.739726027,0.220930233,,,0.309392265,0.44336298,0.322918398,0.1,0.630136986,0.347238734
0.580110497,0.257593556,0.503739405,0.4,0.506849315,0.395348837,,,0.314917127,0.283604632,0.447565232,0.75,0.438356164,0.408090094
0.524861878,0.454942104,0.628053847,0.35,0.917808219,0.348837209,,,0.116022099,0.392179896,0.491773309,0.75,0.356164384,0.45997939
0.486187845,0.508474576,0.659797241,0.6,0.698630137,0.465116279,,,0.392265193,0.327236113,0.296160878,0.65,0.630136986,0.282367022
0.580110497,0.389159255,0.769320259,0.25,0.739726027,0.488372093,,,0.375690608,0.563517369,0.125477813,0.5,0.630136986,0.30477729
0.480662983,0.420540359,0.58700349,0.45,0.821917808,0.337209302,,,0.303867403,0.857694244,0.425793585,0.55,0.465753425,0.64587364
0.524861878,0.396710858,0.927372445,0.35,0.657534247,0.639534884,,,0.35359116,0.177378755,0.534818016,0.5,0.616438356,0.336204533
0.55801105,0.33797617,0.836795745,0.35,0.794520548,0.511627907,,,0.348066298,0.370867595,0.331726774,0.35,0.643835616,0.312693262
0.546961326,0.469374056,0.793418647,0.3,0.726027397,0.569767442,,,0.259668508,0.850142641,0.536479973,0.6,0.479452055,0.674914315
0.513812155,0.797281423,0.271730098,0.2,0.780821918,0.360465116,,,0.552486188,0.291324048,0.455875021,0.6,0.150684932,0.641857603
0.607734807,0.49924484,0.895296659,0.4,0.808219178,0.604651163,,,0.35359116,0.314146669,0.357985707,0.4,0.739726027,0.250859036
0.502762431,0.535156906,0.516037893,0.35,0.657534247,0.476744186,,,0.580110497,0.257593556,0.503739405,0.4,0.506849315,0.486231064
0.535911602,0.522906528,0.703008144,0.35,0.657534247,0.581395349,,,0.524861878,0.454942104,0.628053847,0.35,0.917808219,0.412085439
0.535911602,0.419030039,0.876848928,0.45,0.643835616,0.651162791,,,0.486187845,0.508474576,0.659797241,0.6,0.698630137,0.540675328
0.535911602,0.571068971,0.772145588,0.45,0.671232877,0.61627907,,,0.580110497,0.389159255,0.769320259,0.25,0.739726027,0.565355666
0.73480663,0.365497567,0.455542629,0.2,0.904109589,0.313953488,,,0.480662983,0.420540359,0.58700349,0.45,0.821917808,0.407179665
0.580110497,0.491525424,0.843775968,0.4,0.767123288,0.604651163,,,0.524861878,0.396710858,0.927372445,0.35,0.657534247,0.668091508
0.61878453,0.30726632,0.816353665,0.2,0.821917808,0.5,,,0.55801105,0.33797617,0.836795745,0.35,0.794520548,0.536834164
0.629834254,0.682664877,0.6338707,0.25,0.849315068,0.453488372,,,0.546961326,0.469374056,0.793418647,0.3,0.726027397,0.607886696
0.767955801,0.473233764,0.958949643,0.3,0.808219178,0.709302326,,,0.513812155,0.797281423,0.271730098,0.2,0.780821918,0.461074984
0.73480663,0.402919953,0.937842779,0.2,0.780821918,0.686046512,,,0.607734807,0.49924484,0.895296659,0.4,0.808219178,0.644096062
0.729281768,0.584158416,0.835632375,0.35,0.726027397,0.697674419,,,0.502762431,0.535156906,0.516037893,0.35,0.657534247,0.518308893
0.889502762,0.380768585,0.545122154,0.4,0.780821918,0.476744186,,,0.535911602,0.522906528,0.703008144,0.35,0.657534247,0.616127556
0.767955801,0.440342339,0.654811368,0.2,0.808219178,0.5,,,0.535911602,0.419030039,0.876848928,0.45,0.643835616,0.658749229
0.856353591,0.573418359,0.944324414,0.4,0.767123288,0.802325581,,,0.535911602,0.571068971,0.772145588,0.45,0.671232877,0.660628949
0.779005525,0.399060245,0.927538641,0.4,0.712328767,0.73255814,,,0.73480663,0.365497567,0.455542629,0.2,0.904109589,0.363925223
0.762430939,0.509984897,0.853581519,0.35,0.753424658,0.662790698,,,0.580110497,0.491525424,0.843775968,0.4,0.767123288,0.627515063
0.817679558,0.497734519,0.657304304,0.35,0.780821918,0.558139535,,,0.61878453,0.30726632,0.816353665,0.2,0.821917808,0.524239386
0.806629834,0.505286122,0.511218215,0.35,0.849315068,0.418604651,,,0.629834254,0.682664877,0.6338707,0.25,0.849315068,0.58844186
0.751381215,0.431112603,0.508725278,0.35,0.767123288,0.441860465,,,0.767955801,0.473233764,0.958949643,0.3,0.808219178,0.717599391
0.729281768,0.506796442,0.414990859,0.4,0.726027397,0.465116279,,,0.73480663,0.402919953,0.937842779,0.2,0.780821918,0.683997647
0.740331492,0.420540359,0.732590992,0.3,0.821917808,0.511627907,,,0.729281768,0.584158416,0.835632375,0.35,0.726027397,0.733690979
0.91160221,0.306595066,0.771314609,0.2,0.671232877,0.651162791,,,0.889502762,0.380768585,0.545122154,0.4,0.780821918,0.516534204
0.712707182,0.419701292,0.533488449,0.4,0.630136986,0.523255814,,,0.767955801,0.440342339,0.654811368,0.2,0.808219178,0.555816919
0.701657459,0.547407283,0.4685059,0.25,0.671232877,0.523255814,,,0.856353591,0.573418359,0.944324414,0.4,0.767123288,0.79859743
0.70718232,0.442691727,0.208741898,0.35,0.712328767,0.313953488,,,0.779005525,0.399060245,0.927538641,0.4,0.712328767,0.716559316
0.73480663,0.42205068,0.560744557,0.25,0.780821918,0.453488372,,,0.762430939,0.509984897,0.853581519,0.35,0.753424658,0.705566289
0.718232044,0.311126028,0.187967426,0.2,0.753424658,0.255813953,,,0.817679558,0.497734519,0.657304304,0.35,0.780821918,0.605135017
0.806629834,0.410471556,0.637693203,0.45,0.712328767,0.511627907,,,0.806629834,0.505286122,0.511218215,0.35,0.849315068,0.497362916
0.723756906,0.535995972,0.547615091,0.4,0.849315068,0.38372093,,,0.751381215,0.431112603,0.508725278,0.35,0.767123288,0.488023998
0.651933702,0.28746434,0.573874024,0.35,0.575342466,0.511627907,,,0.729281768,0.506796442,0.414990859,0.4,0.726027397,0.487161712
0.651933702,0.400570566,0.434934353,0.3,0.739726027,0.360465116,,,0.740331492,0.420540359,0.732590992,0.3,0.821917808,0.565773584
0.690607735,0.468702802,0.51537311,0.35,0.643835616,0.5,,,0.91160221,0.306595066,0.771314609,0.2,0.671232877,0.667804208
0.497237569,0.29887565,0.436928702,0.3,0.547945205,0.38372093,,,0.712707182,0.419701292,0.533488449,0.4,0.630136986,0.551138079
0.657458564,0.276053029,0.391889646,0.55,0.301369863,0.546511628,,,0.701657459,0.547407283,0.4685059,0.25,0.671232877,0.558334152
0.718232044,0.264473905,0.295828486,0.55,0.260273973,0.488372093,,,0.70718232,0.442691727,0.208741898,0.35,0.712328767,0.358185142
0.508287293,0.311965095,0.350839289,0.55,0.684931507,0.209302326,,,0.73480663,0.42205068,0.560744557,0.25,0.780821918,0.502359288
0.546961326,0.248531633,0.321755027,0.45,0.205479452,0.465116279,,,0.718232044,0.311126028,0.187967426,0.2,0.753424658,0.278111266
0.535911602,0.173519047,0.243975403,0.45,0.561643836,0.244186047,,,0.806629834,0.410471556,0.637693203,0.45,0.712328767,0.583383209
0.38121547,0.898976338,0.248628885,0.3,0.493150685,0.488372093,,,0.723756906,0.535995972,0.547615091,0.4,0.849315068,0.501694213
0.320441989,0.319516697,0.329898621,0.6,0.410958904,0.337209302,,,0.651933702,0.28746434,0.573874024,0.35,0.575342466,0.523764973
0.403314917,0.291995301,0.345188632,0.75,0.260273973,0.465116279,,,0.651933702,0.400570566,0.434934353,0.3,0.739726027,0.423471534
0.419889503,0.189629132,0.326574705,0.65,0.301369863,0.372093023,,,0.690607735,0.468702802,0.51537311,0.35,0.643835616,0.552562079
0.403314917,0.109414331,0.288017284,0.55,0.164383562,0.348837209,,,0.497237569,0.29887565,0.436928702,0.3,0.547945205,0.429651937
0.303867403,0.215640208,0.14841283,0.35,0.616438356,0.162790698,,,0.657458564,0.276053029,0.391889646,0.55,0.301369863,0.560494139
0.309392265,0.564188622,0.164700017,0.4,0.493150685,0.337209302,,,0.718232044,0.264473905,0.295828486,0.55,0.260273973,0.546968009
0.099447514,0.664373217,0.011301313,0.4,0.643835616,0.255813953,,,0.508287293,0.311965095,0.350839289,0.55,0.684931507,0.314736802
0.171270718,0.224702131,0.301146751,0.65,0.191780822,0.360465116,,,0.546961326,0.248531633,0.321755027,0.45,0.205479452,0.532974485
0.254143646,0.341668065,0.034734918,0.45,0.739726027,0.104651163,,,0.535911602,0.173519047,0.243975403,0.45,0.561643836,0.275409076
0.198895028,0.133076019,0.272228685,0.75,0.328767123,0.244186047,,,0.38121547,0.898976338,0.248628885,0.3,0.493150685,0.596970704
,,,,,,,,0.320441989,0.319516697,0.329898621,0.6,0.410958904,0.387973428
,,,,,,,,0.403314917,0.291995301,0.345188632,0.75,0.260273973,0.478729823
,,,,,,,,0.419889503,0.189629132,0.326574705,0.65,0.301369863,0.412229154
,,,,,,,,0.403314917,0.109414331,0.288017284,0.55,0.164383562,0.426512386
,,,,,,,,0.303867403,0.215640208,0.14841283,0.35,0.616438356,0.15235119
,,,,,,,,0.309392265,0.564188622,0.164700017,0.4,0.493150685,0.378852259
,,,,,,,,0.099447514,0.664373217,0.011301313,0.4,0.643835616,0.206224207
,,,,,,,,0.171270718,0.224702131,0.301146751,0.65,0.191780822,0.39532547
,,,,,,,,0.254143646,0.341668065,0.034734918,0.45,0.739726027,0.069459706
,,,,,,,,0.198895028,0.133076019,0.272228685,0.75,0.328767123,0.273871115
